1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,ib,ib,ib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,0,0,2,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,ip,0,ip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,0,3,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1
1,0,3,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1
1,0,3,0,3,3,3,0,0,2,2,2,2,2,0,0,0,0,0,1
1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
